pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
727930,udp,192.168.100.147,44436,192.168.100.7,80,110653,1.566994,97,0,4,2.550925,97,0,0.346739,4.950077,1,DoS,UDP
3097051,udp,192.168.100.150,51448,192.168.100.3,80,206273,1.897702,100,0,4,2.683757,100,0,0.494559,4.026855,1,DDoS,UDP
3394139,udp,192.168.100.150,25880,192.168.100.3,80,241211,1.922074,100,0,4,2.718194,100,0,0.490758,4.088474,1,DDoS,UDP
1865268,tcp,192.168.100.147,61406,192.168.100.3,80,214027,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
3423561,udp,192.168.100.149,50820,192.168.100.3,80,8480,1.000185,100,1.986051,4,3.4,100,0,0.489969,4.140365,1,DDoS,UDP
63704,tcp,192.168.100.147,33293,192.168.100.7,80,62227,0,100,0,3,0,100,0,0.124898,0,1,DoS,TCP
1902747,tcp,192.168.100.149,466,192.168.100.3,80,251506,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
1823674,tcp,192.168.100.149,42370,192.168.100.3,80,172433,0,100,0.236561,1,0.236561,100,0,4.22724,0.236561,1,DDoS,TCP
3178153,udp,192.168.100.147,53166,192.168.100.3,80,25225,1.417244,100,1.979661,4,3.983919,100,0,1.00271,4.994889,1,DDoS,UDP
341743,tcp,192.168.100.147,6146,192.168.100.7,80,78113,0,70,0,3,0,70,0,0.111312,0,1,DoS,TCP
3252976,udp,192.168.100.147,19174,192.168.100.3,80,100048,0.822616,100,2.979576,4,3.982635,100,0,1.003086,4.994506,1,DDoS,UDP
2842018,udp,192.168.100.149,44370,192.168.100.3,80,213401,1.718861,100,0,4,2.353492,100,0,0.449362,4.057052,1,DDoS,UDP
3012398,udp,192.168.100.147,12744,192.168.100.3,80,121620,1.366789,100,1.978396,4,3.911307,100,0,1.02483,4.885545,1,DDoS,UDP
968245,udp,192.168.100.149,15689,192.168.100.5,80,88811,0.024328,74,4.088525,4,4.120107,74,0,0.242922,4.147634,1,DoS,UDP
1101554,udp,192.168.100.149,44053,192.168.100.5,80,222120,1.77588,100,0,4,3.07571,100,0,0.230883,4.126897,1,DoS,UDP
3303487,udp,192.168.100.148,426,192.168.100.3,80,150559,0.647191,30,2.769704,4,3.684278,100,0,0.725111,4.172371,1,DDoS,UDP
1936780,tcp,192.168.100.150,19211,192.168.100.3,80,23383,2.31609,36,0,1,2.31609,100,0,0.204144,4.63218,1,DDoS,TCP
2582196,tcp,192.168.100.147,36544,192.168.100.3,80,144509,0,41,0,3,0,100,0,0.06967,0,1,DDoS,TCP
963473,udp,192.168.100.148,28265,192.168.100.6,80,84039,0.014689,74,3.554907,4,3.571927,74,0,0.279714,3.590477,1,DoS,UDP
3290864,udp,192.168.100.147,39985,192.168.100.3,80,137936,0.815827,88,2.989595,4,3.989539,100,0,1.002385,4.987952,1,DDoS,UDP
3361159,udp,192.168.100.149,2081,192.168.100.3,80,208231,1.956984,100,0,4,2.767591,100,0,0.484437,4.154354,1,DDoS,UDP
1710887,tcp,192.168.100.147,24048,192.168.100.3,80,59646,2.420384,100,0,1,2.420384,100,0,0.135656,4.840769,1,DDoS,TCP
1416837,udp,192.168.100.148,64206,192.168.100.6,80,13094,0.026372,61,4.003927,4,4.047115,61,0,0.247692,4.070468,1,DoS,UDP
1262793,udp,192.168.100.149,63468,192.168.100.5,80,121204,1.687139,100,0,4,2.063338,100,0,0.221298,3.599642,1,DoS,UDP
3244226,udp,192.168.100.150,51896,192.168.100.3,80,91298,0.973495,100,2.025743,4,3.402248,100,0,0.490997,4.112056,1,DDoS,UDP
350140,tcp,192.168.100.148,63959,192.168.100.6,80,86510,0,46,0,3,0,46,0,0.163965,0,1,DoS,TCP
1813884,tcp,192.168.100.148,45104,192.168.100.3,80,162643,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
168693,tcp,192.168.100.147,60491,192.168.100.7,80,167216,0,100,0,3,0,100,0,0.123248,0,1,DoS,TCP
1481771,udp,192.168.100.147,40789,192.168.100.7,80,78028,0.509334,100,2.498986,4,3.376849,100,0,0.286989,3.750893,1,DoS,UDP
2056713,tcp,192.168.100.150,45984,192.168.100.3,80,143319,0.060576,17,4.003955,3,4.064531,100,0,0.207228,4.125107,1,DDoS,TCP
2455778,tcp,192.168.100.147,53591,192.168.100.3,80,18090,1.113239,100,0,3,0.787179,100,0,0.093366,2.361536,1,DDoS,TCP
1194669,udp,192.168.100.147,9826,192.168.100.7,80,53080,0.342184,100,3.021278,4,3.566985,100,0,0.217358,3.966766,1,DoS,UDP
1555701,udp,192.168.100.148,7544,192.168.100.6,80,151958,1.742067,100,0,4,3.017117,100,0,0.239906,4.049926,1,DoS,UDP
3288800,udp,192.168.100.147,39073,192.168.100.3,80,135872,0.816744,100,2.989222,4,3.989947,100,0,1.002371,4.989825,1,DDoS,UDP
1005366,udp,192.168.100.148,38486,192.168.100.6,80,125932,0.024151,78,3.536146,4,3.565203,78,0,0.280033,3.602682,1,DoS,UDP
1630140,udp,192.168.100.147,18969,192.168.100.7,80,226398,1.572308,100,0,4,2.723239,100,0,0.290848,3.642554,1,DoS,UDP
1220245,udp,192.168.100.149,58920,192.168.100.5,80,78656,1.862171,65,0,4,2.231996,65,0,0.22122,4.418294,1,DoS,UDP
2280982,tcp,192.168.100.149,27941,192.168.100.3,80,105442,1.680884,73,0,1,2.374324,100,0,0.37728,3.66148,1,DDoS,TCP
3437888,udp,192.168.100.150,60183,192.168.100.3,80,22807,0.97494,100,2.005787,4,3.384558,100,0,0.493184,4.076583,1,DDoS,UDP
1765494,tcp,192.168.100.148,32739,192.168.100.3,80,114253,0,16,0,3,0,100,0,0.099745,0,1,DDoS,TCP
1995592,tcp,192.168.100.149,46663,192.168.100.3,80,82198,1.924457,45,0,3,2.720848,100,0,0.251502,4.136411,1,DDoS,TCP
3455736,udp,192.168.100.150,63404,192.168.100.3,80,40655,0.977467,95,1.998188,4,3.380522,100,0,0.49344,4.07681,1,DDoS,UDP
2365754,tcp,192.168.100.149,45904,192.168.100.3,80,190214,0.196728,100,3.400008,1,3.596735,100,0,0.377373,3.793463,1,DDoS,TCP
1582495,udp,192.168.100.147,315,192.168.100.7,80,178752,0.040462,26,3.62479,4,3.66355,26,0,0.287335,3.731246,1,DoS,UDP
702402,udp,192.168.100.148,24087,192.168.100.6,80,85125,1.553293,22,0,4,2.690354,22,0,0.234852,3.596875,1,DoS,UDP
3236491,udp,192.168.100.147,7473,192.168.100.3,80,83563,1.414591,100,1.981737,4,3.982179,100,0,1.003296,4.999063,1,DDoS,UDP
1729781,tcp,192.168.100.147,28420,192.168.100.3,80,78540,2.326123,88,0,3,2.326123,100,0,0.137689,4.652247,1,DDoS,TCP
1501893,udp,192.168.100.148,57697,192.168.100.6,80,98150,1.7457,66,0,4,3.023169,66,0,0.247676,4.063205,1,DoS,UDP
404497,tcp,192.168.100.148,21035,192.168.100.6,80,140868,0.110541,100,0,1,0.063685,100,0.043603,0.139021,0.283064,1,DoS,TCP
2092537,tcp,192.168.100.149,5,192.168.100.3,80,179143,1.862202,87,0,3,2.631624,100,0,0.254543,4.034666,1,DDoS,TCP
1179542,udp,192.168.100.148,29409,192.168.100.6,80,37953,2.053322,100,0,4,1.675365,100,0,0.190592,4.309435,1,DoS,UDP
2463315,tcp,192.168.100.149,31682,192.168.100.3,80,25627,0,70,0,3,0,100,0,0.071477,0,1,DDoS,TCP
1499821,udp,192.168.100.150,39128,192.168.100.3,80,96078,0.044106,100,4.780748,4,4.814643,100,0,0.624139,4.889821,1,DoS,UDP
3069063,udp,192.168.100.150,45090,192.168.100.3,80,178285,1.898148,82,0,4,2.684381,100,0,0.494807,4.031343,1,DDoS,UDP
22261,tcp,192.168.100.147,18865,192.168.100.7,80,20784,0,100,0,3,0,100,0,0.095817,0,1,DoS,TCP
2529115,tcp,192.168.100.148,62,192.168.100.3,80,91427,1.351795,70,0,1,1.116066,100,0.024059,0.120295,3.018279,1,DDoS,TCP
2631616,udp,192.168.100.147,4939,192.168.100.3,80,2999,1.735774,100,0,4,3.006421,100,0,0.837906,4.02001,1,DDoS,UDP
3642380,udp,192.168.100.148,63061,192.168.100.5,41446,19035,0,14,0,4,0,57,0,0,0,1,Reconnaissance,Service_Scan
438362,tcp,192.168.100.148,32892,192.168.100.6,80,174733,0.10338,100,0,1,0.059686,100,0,0.162436,0.238746,1,DoS,TCP
2939825,udp,192.168.100.150,23839,192.168.100.3,80,49047,0.941284,100,2.040211,4,3.371385,100,0,0.494598,4.039126,1,DDoS,UDP
1834829,tcp,192.168.100.148,50232,192.168.100.3,80,183588,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
3545933,udp,192.168.100.150,19392,192.168.100.3,80,130852,0.719553,72,2.538661,4,3.556262,100,0,0.4754,4.065619,1,DDoS,UDP
2268948,tcp,192.168.100.148,43145,192.168.100.3,80,93407,1.386846,100,0,1,2.397071,100,0.299715,0.478418,3.336505,1,DDoS,TCP
381217,tcp,192.168.100.147,18884,192.168.100.7,80,117587,1.774926,100,0,3,1.024754,100,0,0.178901,4.099015,1,DoS,TCP
2883536,udp,192.168.100.150,65006,192.168.100.3,80,254919,0.072661,85,4.033606,4,4.10628,100,0,0.488972,4.178954,1,DDoS,UDP
460508,tcp,192.168.100.150,43464,192.168.100.3,80,196879,0.529169,27,0.120047,1,0.649216,27,0.071003,0.141403,1.178385,1,DoS,TCP
3628809,tcp,192.168.100.150,59768,192.168.100.5,15004,5072,0,100,0.000312,1,0.000312,100,0,0,0.000312,1,Reconnaissance,Service_Scan
838574,udp,192.168.100.150,64096,192.168.100.3,80,221297,0.567957,100,3.293809,4,4.26321,100,0,0.421521,4.733069,1,DoS,UDP
1958889,tcp,192.168.100.150,24895,192.168.100.3,80,45494,2.223676,53,0,3,2.223676,100,0,0.13589,4.447352,1,DDoS,TCP
3541234,udp,192.168.100.147,38403,192.168.100.3,80,126153,1.876309,42,0.986708,4,3.640132,100,0,1.005336,4.984403,1,DDoS,UDP
2261596,tcp,192.168.100.149,24380,192.168.100.3,80,86055,1.598703,100,0.18771,1,2.441261,100,0,0.349924,3.725855,1,DDoS,TCP
210010,tcp,192.168.100.150,38150,192.168.100.3,80,208533,0,62,0.10229,1,0.10229,62,0,9.776127,0.10229,1,DoS,TCP
842001,udp,192.168.100.148,55388,192.168.100.6,80,224724,1.580113,15,0,4,2.733381,15,0,0.259528,3.774116,1,DoS,UDP
783794,udp,192.168.100.150,45699,192.168.100.3,80,166517,0.180777,100,4.230586,4,4.496629,100,0,0.401885,4.730116,1,DoS,UDP
1636664,udp,192.168.100.147,21269,192.168.100.7,80,232922,1.572118,83,0,4,2.722896,83,0,0.290886,3.64206,1,DoS,UDP
2834049,udp,192.168.100.149,41508,192.168.100.3,80,205432,1.746743,89,0,4,2.420518,100,0,0.441299,4.05796,1,DDoS,UDP
1727994,tcp,192.168.100.147,28008,192.168.100.3,80,76753,2.332834,99,0,3,2.332834,100,0,0.137395,4.665667,1,DDoS,TCP
1333529,udp,192.168.100.149,9215,192.168.100.5,80,191940,1.780296,100,0,4,2.152716,100,0,0.228474,4.104186,1,DoS,UDP
2956401,udp,192.168.100.147,57804,192.168.100.3,80,65623,1.369293,13,1.970052,4,3.906515,100,0,1.024188,4.880107,1,DDoS,UDP
3350170,udp,192.168.100.150,4303,192.168.100.3,80,197242,1.924001,100,0,4,2.720901,100,0,0.490674,4.095007,1,DDoS,UDP
2101365,tcp,192.168.100.148,37833,192.168.100.3,80,187971,1.880327,100,0,3,2.581675,100,0,0.274598,4.424473,1,DDoS,TCP
680640,udp,192.168.100.150,10978,192.168.100.3,80,63363,1.782454,82,0,4,3.306605,82,0,0.385547,4.705497,1,DoS,UDP
1113214,udp,192.168.100.147,29591,192.168.100.7,80,233780,0.530939,74,2.545073,4,2.848611,74,0,0.406314,3.909682,1,DoS,UDP
1663393,tcp,192.168.100.147,9239,192.168.100.3,80,12152,0.105759,74,0.011153,1,0.116912,100,0.106088,0.318265,0.222671,1,DDoS,TCP
1274026,udp,192.168.100.150,57238,192.168.100.3,80,132437,1.785315,100,0,4,3.146611,100,0,0.461517,4.910637,1,DoS,UDP
958150,udp,192.168.100.149,12570,192.168.100.5,80,78716,0.02885,100,4.081502,4,4.116801,100,0,0.242997,4.15217,1,DoS,UDP
268142,tcp,192.168.100.148,43645,192.168.100.6,80,4512,0.04359,100,0,1,0.038245,100,0.053218,0.132968,0.116346,1,DoS,TCP
1947424,tcp,192.168.100.148,53194,192.168.100.3,80,34027,1.659624,49,0,3,1.173531,100,0,0.203792,3.520594,1,DDoS,TCP
1392869,udp,192.168.100.149,40044,192.168.100.5,80,251281,1.664183,100,0,4,2.032963,100,0,0.257963,3.604999,1,DoS,UDP
2678815,udp,192.168.100.147,36072,192.168.100.3,80,50198,0.455411,89,3.97862,4,4.350309,100,0,0.842206,4.991662,1,DDoS,UDP
488375,tcp,192.168.100.150,58360,192.168.100.3,80,224748,0.009364,100,0.119948,1,0.129312,100,0.037578,0.11215,0.138676,1,DoS,TCP
2001635,tcp,192.168.100.150,34488,192.168.100.3,80,88241,0.119453,91,4.029931,3,4.149384,100,0,0.205722,4.268838,1,DDoS,TCP
3216147,udp,192.168.100.148,51083,192.168.100.3,80,63219,0.647051,100,2.773149,4,3.688052,100,0,0.724006,4.1606,1,DDoS,UDP
1548577,udp,192.168.100.147,59172,192.168.100.7,80,144834,1.567695,85,0,4,2.715313,85,0,0.24694,3.627883,1,DoS,UDP
1939182,tcp,192.168.100.150,20188,192.168.100.3,80,25785,2.232846,99,0,3,2.232846,100,0,0.13578,4.465693,1,DDoS,TCP
2784660,udp,192.168.100.149,25463,192.168.100.3,80,156043,1.973288,100,0,4,2.786952,100,0,0.401701,4.304797,1,DDoS,UDP
3092208,udp,192.168.100.148,38026,192.168.100.3,80,201430,1.282731,100,1.38391,4,3.197965,100,0,0.729314,4.106751,1,DDoS,UDP
1904003,tcp,192.168.100.150,60588,192.168.100.3,80,252762,0,40,0,3,0,100,0,0,0,1,DDoS,TCP
2575859,tcp,192.168.100.148,22164,192.168.100.3,80,138172,0,100,0,3,0,100,0,0.091146,0,1,DDoS,TCP
2018985,tcp,192.168.100.148,6883,192.168.100.3,80,105591,1.968054,21,0,1,2.71033,100,0,0.339883,4.613615,1,DDoS,TCP
2919508,udp,192.168.100.147,47788,192.168.100.3,80,28730,1.375327,52,1.95805,4,3.902995,100,0,1.02419,4.888945,1,DDoS,UDP
2992741,udp,192.168.100.147,1553,192.168.100.3,80,101963,1.368054,100,1.971963,4,3.906672,100,0,1.025471,4.879871,1,DDoS,UDP
3101141,udp,192.168.100.148,41967,192.168.100.3,80,210363,1.278959,100,1.392265,4,3.200981,100,0,0.728955,4.108813,1,DDoS,UDP
3284741,udp,192.168.100.149,54139,192.168.100.3,80,131813,1.95479,100,0,4,2.764391,100,0,0.484427,4.166896,1,DDoS,UDP
142097,tcp,192.168.100.148,42181,192.168.100.6,80,140620,0.038141,83,0,1,0.025383,83,0.040366,0.13287,0.098396,1,DoS,TCP
1005226,udp,192.168.100.150,59306,192.168.100.3,80,125792,1.793299,100,0,4,3.586545,100,0,0.44661,4.496673,1,DoS,UDP
2644779,udp,192.168.100.147,18102,192.168.100.3,80,16162,0.455585,100,3.992811,4,4.338794,100,0,0.838598,4.982482,1,DDoS,UDP
1218582,udp,192.168.100.149,58793,192.168.100.5,80,76993,1.871417,93,0,4,2.238278,93,0,0.221207,4.465129,1,DoS,UDP
2787838,udp,192.168.100.147,1095,192.168.100.3,80,159221,0.691931,97,3.002179,4,3.903121,100,0,0.875592,4.684316,1,DDoS,UDP
1062511,udp,192.168.100.150,18798,192.168.100.3,80,183077,1.79016,38,0,4,3.580014,38,0,0.446541,4.495745,1,DoS,UDP
2998398,udp,192.168.100.148,2075,192.168.100.3,80,107620,0.634562,100,2.760309,4,3.657713,100,0,0.729311,4.107391,1,DDoS,UDP
2531587,tcp,192.168.100.148,336,192.168.100.3,80,93899,1.190801,32,0,1,1.022429,100,0,0.096955,2.692518,1,DDoS,TCP
1820333,tcp,192.168.100.149,41442,192.168.100.3,80,169092,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
3553789,udp,192.168.100.147,42648,192.168.100.3,80,138708,1.878814,24,0.983417,4,3.640429,100,0,0.928368,4.980302,1,DDoS,UDP
1293555,udp,192.168.100.148,50092,192.168.100.6,80,151966,2.023674,100,0,4,1.651922,100,0,0.188729,4.200291,1,DoS,UDP
2443698,tcp,192.168.100.149,28962,192.168.100.3,80,6009,0.118704,57,0,1,0.117428,100,0.127654,0.120508,0.259404,1,DDoS,TCP
2061419,tcp,192.168.100.148,23832,192.168.100.3,80,148025,1.913944,100,0,3,2.644585,100,0,0.271083,4.466278,1,DDoS,TCP
1746946,tcp,192.168.100.149,21267,192.168.100.3,80,95705,0,78,0,3,0,100,0,0.094839,0,1,DDoS,TCP
3278750,udp,192.168.100.147,33885,192.168.100.3,80,125822,0.821318,100,2.984178,4,3.989417,100,0,1.002576,4.995988,1,DDoS,UDP
1467409,udp,192.168.100.150,9993,192.168.100.3,80,63666,1.924753,53,0,4,3.84805,53,0,0.605617,4.911127,1,DoS,UDP
1832854,tcp,192.168.100.147,53416,192.168.100.3,80,181613,2.21335,83,0,1,2.21335,100,0,0.158851,4.4267,1,DDoS,TCP
2669729,udp,192.168.100.147,31413,192.168.100.3,80,41112,0.453921,76,3.981374,4,4.34772,100,0,0.840526,4.987411,1,DDoS,UDP
2908825,udp,192.168.100.149,11060,192.168.100.3,80,18047,0.950753,88,2.041587,4,3.386153,100,0,0.492922,4.060249,1,DDoS,UDP
93010,tcp,192.168.100.148,29262,192.168.100.6,80,91533,0.094136,54,0,1,0.053354,54,0.051797,0.12868,0.240526,1,DoS,TCP
2369502,tcp,192.168.100.147,24611,192.168.100.3,80,193962,1.4319,27,0,3,2.024988,100,0,0.325385,3.046135,1,DDoS,TCP
2747347,udp,192.168.100.148,40239,192.168.100.3,80,118730,0.861339,100,2.757191,4,3.909924,100,0,0.621091,4.827265,1,DDoS,UDP
2268169,tcp,192.168.100.148,550,192.168.100.3,80,92628,1.570116,50,0,3,2.214936,100,0,0.306357,3.458196,1,DDoS,TCP
2177340,tcp,192.168.100.147,46669,192.168.100.3,80,1792,1.31057,100,0,1,2.267735,100,0,0.405598,3.112756,1,DDoS,TCP
2354805,tcp,192.168.100.150,48549,192.168.100.3,80,179265,1.732874,53,0,1,2.449996,100,0,0.358329,3.724147,1,DDoS,TCP
2935306,udp,192.168.100.147,52059,192.168.100.3,80,44528,1.371642,97,1.964651,4,3.904434,100,0,1.024546,4.879869,1,DDoS,UDP
916407,udp,192.168.100.150,37343,192.168.100.3,80,36973,1.793597,100,0,4,3.587137,100,0,0.446807,4.492573,1,DoS,UDP
2118733,tcp,192.168.100.148,42210,192.168.100.3,80,205339,0.425626,100,3.280082,1,3.63064,100,0,0.343623,4.229674,1,DDoS,TCP
2341482,tcp,192.168.100.148,24784,192.168.100.3,80,165942,1.575647,40,0,1,2.227002,100,0,0.389141,3.406401,1,DDoS,TCP
1838234,tcp,192.168.100.148,50950,192.168.100.3,80,186993,0,100,0.232297,1,0.232297,100,0,4.304834,0.232297,1,DDoS,TCP
2624267,tcp,192.168.100.150,42220,192.168.100.3,80,186580,0.104272,98,0,1,0.194681,100,0.075528,0.201408,0.29613,1,DDoS,TCP
2956446,udp,192.168.100.149,24980,192.168.100.3,80,65668,0.951511,87,2.036724,4,3.382353,100,0,0.493196,4.060138,1,DDoS,UDP
570705,tcp,192.168.100.147,21397,192.168.100.7,80,44923,0,100,0,3,0,100,0,0.069536,0,1,DoS,TCP
2274355,tcp,192.168.100.148,2340,192.168.100.3,80,98814,1.354628,60,0.163355,1,2.498791,100,0.307133,0.52846,3.483324,1,DDoS,TCP
1559302,udp,192.168.100.148,9801,192.168.100.6,80,155559,1.74262,100,0,4,3.018088,100,0,0.235631,4.044797,1,DoS,UDP
1671823,tcp,192.168.100.147,13377,192.168.100.3,80,20582,0.009589,47,0,1,0.009589,100,0,0.211696,0.019178,1,DDoS,TCP
277196,tcp,192.168.100.148,46541,192.168.100.6,80,13566,0.0401,26,0,1,0.021415,26,0.056401,0.131396,0.10977,1,DoS,TCP
2854226,udp,192.168.100.150,50543,192.168.100.3,80,225609,0.380052,100,4.037772,4,4.417821,100,0,0.460969,4.79787,1,DDoS,UDP
697367,udp,192.168.100.150,16653,192.168.100.3,80,80090,1.784438,100,0,4,3.296745,100,0,0.387969,4.706646,1,DoS,UDP
1972764,tcp,192.168.100.149,40558,192.168.100.3,80,59370,1.929121,99,0,3,2.726479,100,0,0.250791,4.173372,1,DDoS,TCP
2344183,tcp,192.168.100.149,41364,192.168.100.3,80,168643,0.004297,98,3.626057,1,3.630354,100,0,0.370271,3.634652,1,DDoS,TCP
1526242,udp,192.168.100.149,51742,192.168.100.5,80,122499,0.080931,76,3.264442,4,3.345015,76,0,0.283924,3.470787,1,DoS,UDP
899275,udp,192.168.100.148,5011,192.168.100.6,80,19841,1.432856,100,0,4,2.865692,100,0,0.28034,3.58889,1,DoS,UDP
1178160,udp,192.168.100.148,28987,192.168.100.6,80,36571,2.053518,100,0,4,1.675521,100,0,0.190606,4.310053,1,DoS,UDP
350667,tcp,192.168.100.147,11146,192.168.100.7,80,87037,0,100,0,3,0,100,0,0.165019,0,1,DoS,TCP
751406,udp,192.168.100.147,49593,192.168.100.7,80,134129,1.531352,95,0,4,2.531383,95,0,0.350716,4.832488,1,DoS,UDP
622926,udp,192.168.100.147,8513,192.168.100.7,80,5649,1.244456,100,0,4,1.758615,100,0,0.306451,2.715387,1,DoS,UDP
1503532,udp,192.168.100.150,41303,192.168.100.3,80,99789,0.042862,100,4.781183,4,4.815148,100,0,0.624295,4.888042,1,DoS,UDP
1990060,tcp,192.168.100.149,45084,192.168.100.3,80,76666,0.123662,77,3.820445,1,3.983679,100,0,0.314197,4.119678,1,DDoS,TCP
2727435,udp,192.168.100.147,51952,192.168.100.3,80,98818,0.026111,87,3.948642,4,3.985522,100,0,0.847469,4.005569,1,DDoS,UDP
3023494,udp,192.168.100.148,11092,192.168.100.3,80,132716,1.934658,100,0,4,2.73602,100,0,0.583552,4.104399,1,DDoS,UDP
226532,tcp,192.168.100.149,60307,192.168.100.5,80,225055,0,100,0,3,0,100,0,0.114313,0,1,DoS,TCP
3596840,tcp,192.168.100.149,62169,192.168.100.3,3527,1669,0,100,5.00E-06,1,5.00E-06,100,0,0,5.00E-06,1,Reconnaissance,Service_Scan
764379,udp,192.168.100.150,39098,192.168.100.3,80,147102,0.110298,100,4.454355,4,4.54943,100,0,0.396557,4.728244,1,DoS,UDP
874841,udp,192.168.100.149,63451,192.168.100.5,80,257566,2.010919,100,0,4,2.84255,100,0,0.235981,4.338823,1,DoS,UDP
2090624,tcp,192.168.100.149,65100,192.168.100.3,80,177230,1.85718,31,0,3,2.624397,100,0,0.254306,4.026487,1,DDoS,TCP
2992732,udp,192.168.100.147,1544,192.168.100.3,80,101954,1.368054,100,1.971963,4,3.906671,100,0,1.025471,4.87987,1,DDoS,UDP
771841,udp,192.168.100.147,54141,192.168.100.7,80,154564,0.916066,100,2.55866,4,3.077122,100,0,0.354711,4.906937,1,DoS,UDP
2737610,udp,192.168.100.147,54447,192.168.100.3,80,108993,0.040964,63,3.920952,4,3.978897,100,0,0.850885,4.008749,1,DDoS,UDP
2384370,tcp,192.168.100.147,29656,192.168.100.3,80,208830,1.426372,100,0,3,2.016666,100,0,0.327934,3.065002,1,DDoS,TCP
1719933,tcp,192.168.100.149,13984,192.168.100.3,80,68692,0,81,0,3,0,100,0,0.094672,0,1,DDoS,TCP
1262448,udp,192.168.100.150,54108,192.168.100.3,80,120859,2.065897,59,0,4,2.479909,59,0,0.430644,4.926509,1,DoS,UDP
1867964,tcp,192.168.100.147,62067,192.168.100.3,80,216723,0,100,0.291155,1,0.291155,100,0,3.434597,0.291155,1,DDoS,TCP
1907877,tcp,192.168.100.150,62752,192.168.100.3,80,256636,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
51263,tcp,192.168.100.149,5624,192.168.100.5,80,49786,0.020007,98,0,3,0.011551,98,0,0.10401,0.046205,1,DoS,TCP
1086416,udp,192.168.100.147,9705,192.168.100.7,80,206982,0.533173,100,2.542516,4,2.847361,100,0,0.40634,3.912647,1,DoS,UDP
1185819,udp,192.168.100.147,3019,192.168.100.7,80,44230,0.813872,100,1.900515,4,3.289811,100,0,0.217673,3.978001,1,DoS,UDP
2038589,tcp,192.168.100.150,41514,192.168.100.3,80,125195,0.03095,98,4.181082,1,4.212032,100,0,0.271696,4.242982,1,DDoS,TCP
1220339,udp,192.168.100.149,59014,192.168.100.5,80,78750,1.945108,100,0,4,1.565249,100,0,0.189523,4.43379,1,DoS,UDP
1653773,tcp,192.168.100.147,3648,192.168.100.3,80,2532,0.002223,100,0,1,0.002223,100,0,0.22792,0.004446,1,DDoS,TCP
1833562,tcp,192.168.100.149,45009,192.168.100.3,80,182321,0,100,0.271381,1,0.271381,100,0,3.684856,0.271381,1,DDoS,TCP
240793,tcp,192.168.100.150,50888,192.168.100.3,80,239316,0,100,0.176914,1,0.176914,100,0,5.652464,0.176914,1,DoS,TCP
3503285,udp,192.168.100.148,51016,192.168.100.3,80,88204,0.70923,95,2.618454,4,3.621076,100,0,0.736775,4.146309,1,DDoS,UDP
1785466,tcp,192.168.100.148,37683,192.168.100.3,80,134225,0.098967,100,0,1,0.098967,100,0,0.20257,0.197933,1,DDoS,TCP
2727957,udp,192.168.100.150,11189,192.168.100.3,80,99340,2.109524,100,0,4,2.952482,100,0,0.387841,4.79923,1,DDoS,UDP
2420911,tcp,192.168.100.149,60446,192.168.100.3,80,245371,0.266795,100,3.33277,1,3.599566,100,0,0.378736,3.866361,1,DDoS,TCP
107024,tcp,192.168.100.150,16295,192.168.100.3,80,105547,0.040247,70,0.071907,1,0.112154,70,0.038342,0.114359,0.152402,1,DoS,TCP
1088371,udp,192.168.100.147,11468,192.168.100.7,80,208937,0.53313,100,2.541998,4,2.847318,100,0,0.406333,3.912471,1,DoS,UDP
1505850,udp,192.168.100.148,58516,192.168.100.6,80,102107,1.745433,100,0,4,3.022563,100,0,0.247716,4.079836,1,DoS,UDP
1618756,udp,192.168.100.147,14497,192.168.100.7,80,215014,1.573534,61,0,4,2.725379,61,0,0.290752,3.649044,1,DoS,UDP
212526,tcp,192.168.100.148,63027,192.168.100.6,80,211049,0.010265,84,0,3,0.005926,84,0,0.137868,0.023705,1,DoS,TCP
3195887,udp,192.168.100.147,58314,192.168.100.3,80,42959,0.825608,90,2.975992,4,3.9839,100,0,1.002843,4.998278,1,DDoS,UDP
3519384,udp,192.168.100.147,29072,192.168.100.3,80,104303,1.869949,100,0.993269,4,3.637649,100,0,1.00487,4.982281,1,DDoS,UDP
2010122,tcp,192.168.100.150,36647,192.168.100.3,80,96728,1.949609,24,0,1,2.754885,100,0,0.275007,4.229389,1,DDoS,TCP
2742819,udp,192.168.100.148,39158,192.168.100.3,80,114202,0.875465,47,2.757758,4,3.923615,100,0,0.619579,4.867436,1,DDoS,UDP
1497007,udp,192.168.100.148,56551,192.168.100.6,80,93264,1.745968,100,0,4,3.023514,100,0,0.24762,4.080366,1,DoS,UDP
1511672,udp,192.168.100.150,46438,192.168.100.3,80,107929,0.032814,100,4.783104,4,4.814136,100,0,0.624933,4.868463,1,DoS,UDP
2157155,tcp,192.168.100.149,25464,192.168.100.3,80,243762,0.000853,92,4.107092,1,4.107945,100,0.125054,0.4131,4.108798,1,DDoS,TCP
